,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
708,708,hyderabad,0,Petrol,Hatchback,"72,793",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,5694,1.2 Asta Dual Tone,₹ 6.16 Lakh,₹ 6.60 Lakh,,,Trending Car!,High chances of sale in next 6 days,708,Apr 2017,Comprehensive,Petrol,5 Seats,"72,793 Kms",TS08,Second Owner,1197 cc,Manual,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,708,13.2 Seconds,16,,295-litres,Red,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1505mm,MPFI,5 Speed,,,1505mm,1066kg,3985mm,81.83bhp,114.7Nm@4000rpm,18.6 kmpl,5,4.0,Drum,1503mm,5,5,Power,No,170 Kmph,114.7Nm,No,5.2 metres,Tubeless,DOHC,4.0,2570mm,16,1734mm,,708
709,709,hyderabad,0,Diesel,Sedan,"92,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2013,1827,1.6 SX CRDI (O) AT,₹ 4.90 Lakh,,,,Trending Car!,High chances of sale in next 6 days,709,Sept 2013,Third Party insurance,Diesel,5 Seats,"92,000 Kms",AP29,First Owner,1582 cc,Automatic,2013.0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,709,10.62 Seconds,16,77.2mm X 84.5mm,465-litre,White,17.3:1,1582,FWD,1582 CC,Diesel Engine,Disc,,CRDI,4 Speed ,,,1475mm,1280,4370mm,126.32bhp,259.8Nm@1900-2750rpm,22.32 kmpl,4,4.0,Disc,,5,5,Power,No,190km/hr,259.8Nm,Yes,5.2 metres,"Tubeless,Radial",DOHC,4.0,2570mm,16,1700mm,,709
710,710,hyderabad,0,Petrol,Hatchback,"95,255",Manual,2,2nd Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.28 Lakh,₹ 4.37 Lakh,,,Trending Car!,High chances of sale in next 6 days,710,Dec 2014,Third Party insurance,Petrol,5 Seats,"95,255 Kms",TS08,Second Owner,1197 cc,Manual,2014.0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,710,,,,268,Silver,,1197,,1197 CC,K Series Dual jet,Disc,1530,,5-Speed,1335,,1530,875-905,3845mm,88.50bhp,113Nm@4400rpm,22.38 kmpl,5,4.0,Drum,1530,5,5,Electric,,,113Nm,,4.8,"Radial, Tubeless",,4.0,2450,,1735,,710
711,711,hyderabad,0,Diesel,MUV,"59,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2019,7314,2.4 VX MT 8 STR,₹ 22.75 Lakh,,,,Trending Car!,High chances of sale in next 6 days,711,Aug 2019,Comprehensive,Diesel,8 Seats,"59,000 Kms",TS09,First Owner,2393 cc,Manual,2019.0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,711,,16,3.62 X 4.08 mm,,Silver,,2393,RWD,2393 CC,2-GD FTV Engine,Disc,1540mm,CRDi,5 Speed,2500kg,178mm,1795mm,1865kg,4735mm,147.51bhp,343Nm@1400-2800rpm,13.68 kmpl,5,7.0,Drum,1540mm,8,8,Power,No,,343Nm,Yes,5.4,"Tubeless,Radial",DOHC,4.0,2750mm,16,1830mm,,711
712,712,hyderabad,0,Petrol,Hatchback,"89,242",Automatic,1,1st Owner,Maruti,Maruti Baleno,2018,5920,1.2 CVT Alpha,₹ 6.70 Lakh,₹ 7.47 Lakh,,,Trending Car!,High chances of sale in next 6 days,712,Dec 2018,Zero Dep,Petrol,5 Seats,"89,242 Kms",TS08,First Owner,1197 cc,Automatic,2018.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,712,12.36 seconds,16,,339-litres,Red,,1197,FWD,1197 CC,VVT Petrol Engine,Disc,1515mm,MPFI,CVT,1360kg,,1510mm,935kg,3995mm,83.1bhp,115Nm@4000rpm,21.4 kmpl,5,4.0,Drum,1525mm,5,5,Power,No,180 Kmph,115Nm,No,4.9 meters,"Tubeless,Radial",DOHC,4.0,2520mm,16,1745mm,,712
713,713,hyderabad,0,Petrol,Hatchback,"40,503",Manual,1,1st Owner,Honda,Honda Brio,2012,1203,S MT,₹ 3.37 Lakh,₹ 3.62 Lakh,,,Trending Car!,High chances of sale in next 6 days,713,Dec 2012,Comprehensive,Petrol,5 Seats,"40,503 Kms",AP09,First Owner,1198 cc,Manual,2012.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,713,,,,175-litres,Others,,1198,FWD,1198 CC,i-VTEC Engine,Disc,1480mm,PGM - Fi,5 Speed,,,1500mm,925kg,3610mm,86.8bhp,109Nm@4500rpm,19.4 kmpl,5,4.0,Drum,1465mm,5,5,Power,No,,109Nm,No,4.5 metres,"Tubeless,Radial",SOHC,4.0,2345mm,,1680mm,,713
714,714,hyderabad,0,Diesel,Sedan,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2022,7734,S Plus Diesel,₹ 13.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,714,2022,Third Party insurance,Diesel,5 Seats,"20,000 Kms",TS05,First Owner,1493 cc,Manual,2022.0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,714,,,,,Black,,1493,,1493 CC,1.5 l U2 CRDi diesel,Disc,,CRDi,6 Speed,,,1475mm,1220,4440mm,113.45bhp,250Nm@1500-2750rpm,25 kmpl,4,4.0,Drum,,5,5,Electric,,,250Nm,Yes,,"Tubeless, Radial",DOHC with VGT,4.0,2600,,1729mm,,714
715,715,hyderabad,0,Petrol,Sedan,"96,863",Manual,1,1st Owner,Honda,Honda Amaze,2018,6419,V Petrol BSIV,₹ 6.11 Lakh,₹ 6.17 Lakh,,,Trending Car!,High chances of sale in next 6 days,715,Jan 2019,Third Party,Petrol,5 Seats,"96,863 Kms",TS10,First Owner,1199 cc,Manual,2018.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,715,15 Seconds,,,420Liters,White,,1199,FWD,1199 CC,i-VTEC Petrol Engine,Disc,,MPFi,5 Speed,,,1501mm,921kg,3995mm,88.76bhp,110Nm@4800rpm,19.5 kmpl,4,4.0,Drum,,5,5,Power,No,140 Kmph,110Nm,No,4.7 metres,"Tubeless,Radial",SOHC,4.0,2470mm,,1695mm,,715
716,716,hyderabad,0,Petrol,SUV,"30,300",Manual,1,1st Owner,Honda,Honda WR-V,2021,7895,VX,₹ 9.75 Lakh,,,,Trending Car!,High chances of sale in next 6 days,716,Nov 2021,Third Party,Petrol,5 Seats,"30,300 Kms",TS15,First Owner,1199 cc,Manual,2021.0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,716,,16,,363,Grey,,1199,,1199 CC,i-VTEC,Ventilated Disc,,,5 Speed,,,1601,1106,3999mm,88.50bhp,110Nm@4800rpm,16.5 kmpl,5,4.0,Drum,,5,5,Electric,,,110Nm,,5.3,"Tubeless, Radial",SOHC,4.0,2555,16,1734,,716
717,717,hyderabad,0,Petrol,Sedan,"40,000",Manual,2,2nd Owner,Honda,Honda City,2017,1215,i VTEC V,₹ 8.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,717,2017,Third Party insurance,Petrol,5 Seats,"40,000 Kms",AP21,Second Owner,1497 cc,Manual,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,717,10 Seconds,15,73.0 X 89.4 mm,510-litres,Others,10.3:1,1497,FWD,1497 CC,i VTEC Engine,Disc,1480mm,PGM-Fi,5 Speed,,,1495mm,1049kg,4440mm,117.3bhp,145Nm@4600rpm,17.8 kmpl,4,4.0,Drum,1465mm,5,5,Power,No,195 Kmph,145Nm,No,5.3 metres,"Tubeless,Radial",SOHC,4.0,2600mm,15,1695mm,,717
718,718,hyderabad,0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Honda,Honda Amaze,2014,1162,E i-Dtech,₹ 4 Lakh,,,,Trending Car!,High chances of sale in next 6 days,718,2014,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",AP29,First Owner,1498 cc,Manual,2014.0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,718,17 Seconds,,,400-litres,Others,,1498,FWD,1498 CC,i-DTEC Diesel Engine,Disc,,,5 Speed,,,1505mm,1045kg,3990mm,98.6bhp,200Nm@1750rpm,25.8 kmpl,4,4.0,Drum,,5,5,Power,No,170 Kmph,200Nm,Yes,4.7 metres,"Tubeless,Radial",DOHC,4.0,2405mm,,1680mm,,718
719,719,hyderabad,0,Diesel,SUV,"27,892",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2013,8182,W8 FWD,₹ 9 Lakh,,,,Trending Car!,High chances of sale in next 6 days,719,Dec 2013,Not Available,Diesel,7 Seats,"27,892 Kms",WB02,First Owner,2179 cc,Manual,2013.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,719,12.5 Seconds,17,,,Purple,,2179,AWD,2179 CC,mHawk Diesel Engine,Disc & Caliper Type,,Direct Injection,6 Speed ,2450kg,,1785mm,1635,4585mm,140bhp,330Nm@1600-2800rpm,15.1 kmpl,5,4.0,Disc & Caliper Type,,7,7,Power,No,175 kmph,330Nm,Yes,5.6 metres,"Tubeless,Radial ",DOHC,4.0,2700mm,17,1890mm,,719
720,720,hyderabad,0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Maruti,Maruti Swift,2020,7085,ZXI,₹ 6.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,720,2020,Third Party insurance,Petrol,5 Seats,"90,000 Kms",TS07,First Owner,1197 cc,Manual,2020.0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,720,12.71s,R15,73 x 72 mm,268,Others,,1197,FWD,1197 CC,VTVT Engine,Disc,1520mm,MPFi,5,1315kg,,1530mm,855-885,3840mm,81.80bhp,113Nm@4200rpm,21.21 kmpl,5,4.0,Drum,1520mm,5,5,Electric,No,,113Nm,No,4.8 Meters,Tubeless,DOHC,4.0,2450mm,R15,1735mm,,720
721,721,hyderabad,0,Lpg,Hatchback,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2009,4304,LX DUO BSIII,₹ 2.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,721,2009,Third Party insurance,LPG,5 Seats,"1,00,000 Kms",First Owner,1061 cc,Manual,2009,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,721,16.6 seconds,13,68.5 x 72 mm,,Others,9.0:1,1061,,1061 CC,In-Line Engine,Disc,1295mm,MPFI,5 Speed,1250kg,,1660mm,885kg,3520 mm,57.5,"7.8@4,500 (kgm@rpm)",17.3 kmpl,5,4.0,Drum,1290mm,5,5,Manual,No,154 kmph,7.8,No,4.6 m,"Tubeless, Radial",,4.0,2360mm,13,1475mm,,721
722,722,hyderabad,0,Petrol,Hatchback,"73,000",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1550,Asta Option,₹ 4 Lakh,,,,Trending Car!,High chances of sale in next 6 days,722,Aug 2014,Comprehensive,Petrol,5 Seats,"73,000 Kms",TA10,Second Owner,1197 cc,Manual,2014.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,722,12.9 Seconds,14,,256-liters,Grey,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1479mm,MPFI,5 Speed,,,1520mm,935kg,3765mm,82bhp,114Nm@4000rpm,18.9 kmpl,5,4.0,Drum,1493mm,5,5,Power,No,165 Kmph,114Nm,No,4.8 metres,Tubeless,DOHC,4.0,2425mm,14,1660mm,,722
723,723,hyderabad,0,Petrol,Sedan,"30,000",Automatic,1,1st Owner,Honda,Honda City Hybrid,2022,8879,ZX Sensing eHEV,₹ 22.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,723,2022,Third Party insurance,Petrol,5 Seats,"30,000 Kms",TS08,First Owner,1498 cc,Automatic,2022.0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,723,,16,,,Others,,1498,,1498 CC,water cooled inline 4 cylinder,ventilated disc,1496,,,1655,,1489,1280,4549mm,96.55bhp,127nm@4500-5000,26.5 kmpl,4,4.0,Disc,1485,5,5,Electric,,,127nm,,5.3,"Tubeless,Radial",DOHC,4.0,2600,16,1748,,723
724,724,hyderabad,0,Petrol,Sedan,"32,152",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2018,7079,AMT VXI,₹ 7.07 Lakh,₹ 7.15 Lakh,,,Trending Car!,High chances of sale in next 6 days,724,Jul 2018,Zero Dep,Petrol,5 Seats,"32,152 Kms",TS08,First Owner,1197 cc,Automatic,2018.0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,724,12.6 Seconds,,,378,White,,1197,FWD,1197 CC,K Series VVT Engine,Disc,1530mm,MPFI,5 Speed,1315Kg,,1515mm,860-895Kg,3995mm,81.80bhp,113Nm@4200rpm,21.21 kmpl,4,4.0,Drum,1520mm,5,5,Power,No,,113Nm,No,4.8 metres,"Tubeless,Radial",DOHC,4.0,2450mm,,1735mm,,724
